Lisa ·,Traveled August 2024,5.0 star rating,"Loved my Lombok tour. The first time I've ever done a group trip. Thoroughly enjoyed the experience. And have learnt so much more about the people, and culture of this beautiful island. Already thinking about where next to travel with Intrepid.",Review submitted 06 Sep 2024
Natalie ·,Traveled August 2024,5.0 star rating,"Lombok really is a hidden gem. I had a great time on this tour, seeing the typical rice fields, hiking to hidden waterfalls and snorkeling along the coastline of the Gili Islands.",Review submitted 16 Aug 2024
Danielle ·,Traveled July 2024,5.0 star rating,"Our leader Spicy was not only our tour leader but felt like family. His incredible knowledge, great communication skills with the group & organising of the whole trip was a 10/10. If you want to tour a different island than Bali, then Lombok is your go to- off the beaten track with a depth of culture & relgion.",Review submitted 03 Aug 2024
Merrill ·,Traveled July 2024,5.0 star rating,"I had the most amazing experience on my tour to Lombok and Gili Air. I learned so much about the culture and the local people, visited stunning locations and indulged in local cuisine. Our guide and fellow travellers made this experience one I will never forget.",Review submitted 21 Jul 2024
Cas ·,Traveled July 2024,5.0 star rating,"Excellent tour. My first but definitely not my last with Intrepid. Our leader Yan created a safe and welcoming atmosphere which continued for the whole trip. Excellent destinations, transport, food and company. Do it!!",Review submitted 13 Jul 2024
Grace ·,Traveled July 2024,5.0 star rating,"This great was great as it had balances of learning the culture and history of the country but then having that time to just relax by the beach ,my group leader was Yan I definitely recommend him he was Allways looking out for my group and doing more than we asked for he was really the leader who made the trip come together smoothly for us.",Review submitted 13 Jul 2024
Krystyna ·,Traveled June 2024,5.0 star rating,"Spicey is an amazing tour guide. Lots of fun and very caring, but also very organized and professional. We all loved him!!! Lombok was a great destination. Will definitely go back in the furure.",Review submitted 18 Jul 2024
Leisa ·,Traveled June 2024,5.0 star rating,"A fantastic trip! We visited amazing places and saw so much. We swam with 10+ turtles, walked through waterfalls and interacted with the locals. Great trip!",Review submitted 10 Jul 2024
Tegan ·,Traveled June 2024,5.0 star rating,"Do not have high expectations for the places you stay. Beds are rocks, blankets are sheets, bugs are everywhere, and so on. Have high expectations on the sights you see and the people you’ll meet though.",Review submitted 04 Jul 2024
Katherine ·,Traveled June 2024,5.0 star rating,"I loved Lombok! I came into this trip following on from ‘Beautiful Bali’, and Lombok was my favourite part of the whole two week experience! The cultural experience this tour provided was something which I would never have been able to source myself. Plus ending on some chilled days in Gili Air perfectly rounded off the adventurous journey. Our trip leader ‘Andy Swandy’ gave us a true local experience and our group of 7 thoroughly enjoyed his and one another’s company.",Review submitted 02 Jul 2024
Charlotte ·,Traveled June 2024,5.0 star rating,"This is my 8th trip with intrepid, it did not disappoint. For those seeking an Island paradise away from the hustle and bustle of Bali, definitely visit Lombok.",Review submitted 02 Jul 2024
Lisa ·,Traveled June 2024,5.0 star rating,"This trip is nothing short of amazing! I thoroughly recommend! Great destinations, great experiences, great sense of adventure & great comradeship throughout. Our guide was fantastic!",Review submitted 08 Jul 2024
Nick ·,Traveled June 2024,5.0 star rating,Fantastic short tour of an amazing country. And Yan is the best tour leader!,Review submitted 15 Jun 2024
Kirsty ·,Traveled June 2024,5.0 star rating,Fantastic trip around Lombok. It had a more wild and authentic vibe compared to Bali and felt more off the beaten track which was exactly what we were looking for. Would highly recommend visiting Lombok as part of your Indonesia trip.,Review submitted 19 Jun 2024
Jan ·,Traveled June 2024,5.0 star rating,"Wonderful Lombok 8 day trip, so many different experiences - mountain area and waterfalls, agriculture, village industries, family homes, snorkelling and remote islands. Fun, caring, and enthusiastic leader Andy shared so much local insights that made it extra special",Review submitted 15 Jun 2024
Luke ·,Traveled May 2024,4.0 star rating,"Our guide Abe great. Very friendly, organised and informative. We went to places I never would have gone by myself and thoroughly, enjoyed it. All guides along the way were awesome. Accommodation was on the more basic side but still very comfortable.",Review submitted 06 Jun 2024
Raquel ·,Traveled May 2024,5.0 star rating,"Discovered Lombok on the second half of our Bali trip and it did not disappoint. Lombok is what I think about when I think about Bali. The snorkeling was incredible! Our tour leader, Yan, was knowledgeable, approachable and hilarious. I would recommend doing both Bali and Lombok if you can but if I had to pick one, Lombok is what I would choose.",Review submitted 29 May 2024
Carol ·,Traveled May 2024,5.0 star rating,"If you like the culture of Bali without the traffic chaos and over westernisation, then you are going to love Lombok. This trip offers the opportunity to take in a BIG clean breath of everything that is amazing about this part of the world, and let's you enjoy island life on Gilli Air surrounded by the turtles and coral reefs, soaking up the spectacular sunsets with memories that will last forever.",Review submitted 26 May 2024
Richard ·,Traveled May 2024,5.0 star rating,"Just do it. Great value, great food, great service...you will have a great time!!",Review submitted 14 May 2024
Ronald ·,Traveled April 2024,5.0 star rating,Great overview of Lombok island,Review submitted 22 Apr 2024
Kylie ·,Traveled March 2024,5.0 star rating,"This trip was brilliant for us. We were immensely in both culture and nature. Our guide, Fidel, made the trip for us he was brilliant. A couple more inclusions would have made it even better when got to Gili air but overall a great experience. Thank You Fidel",Review submitted 07 Apr 2024
Shane ·,Traveled March 2024,5.0 star rating,"Overall our Lombok Discovery trip was just an amazing cultural experience thanks to our very talented, most informative and humble tour guide In Fidel Yuwono. We can’t thank him enough for our time in Lombok.",Review submitted 07 Apr 2024
Philip ·,Traveled March 2024,3.0 star rating,Stay away from Lombok unless you like being woken up at 5am by people chanting and your guide taking endlessly about his religion,Review submitted 13 Apr 2024
Shkuri ·,Traveled March 2024,5.0 star rating,One of the best trips I’ve been on! I went with a family member and we got to make some amazing memories. Our guide Maman was a huge reason we have a memorable trip! 10/10 recommend.,Review submitted 30 Mar 2024
